id,text_string
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.06+galaxy1,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.06+galaxy1,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.06+galaxy2,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.06+galaxy2,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.06+galaxy2,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.06+galaxy2,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.06+galaxy2,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.06+galaxy2,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.08+galaxy0,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.08+galaxy0,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.08+galaxy0,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.08+galaxy0,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.08+galaxy0,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.08+galaxy0,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.08+galaxy1,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.08+galaxy1,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.08+galaxy1,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.08+galaxy1,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.08+galaxy1,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.08+galaxy1,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.08+galaxy2,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.08+galaxy2,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.08+galaxy2,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.08+galaxy2,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.08+galaxy2,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.08+galaxy2,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.08+galaxy3,"Tool: BBTools: BBduk. Description: decontamination using kmers. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap/39.08+galaxy3,"Tool: BBTools: BBMap. Description: short-read aligner. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.08+galaxy3,"Tool: BBTools: BBMerge. Description: Merge overlapping mates of a read pair. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.08+galaxy3,"Tool: BBTools: BBNorm. Description: Normalise sequencing coverage. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/39.08+galaxy3,Tool: BBTools: call variants. Description: in aligned Bam files. Category: BBTools.
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.08+galaxy3,"Tool: BBTools: Tadpole. Description: Kmer-based assembler. Category: BBTools. Topics: topic_0622, topic_0091."
toolshed.g2.bx.psu.edu/repos/ebi-gxa/seurat_plot/seurat_plot/4.0.4+galaxy0,Tool: Plot. Description: with Seurat. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_integrate_bbknn/scanpy_integrate_bbknn/1.9.3+galaxy0,Tool: Scanpy BBKNN. Description: batch-balanced K-nearest neighbours. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_integrate_combat/scanpy_integrate_combat/1.9.3+galaxy0,Tool: Scanpy ComBat. Description: adjust expression for variables that might introduce batch effect. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_integrate_mnn/scanpy_integrate_mnn/1.9.3+galaxy0,Tool: Scanpy MNN. Description: correct batch effects by matching mutual nearest neighbors. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_plot_scrublet/scanpy_plot_scrublet/1.9.3+galaxy0,Tool: Scanpy Plot Scrublet. Description: visualise multiplet scoring distribution. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/ebi-gxa/scanpy_multiplet_scrublet/scanpy_multiplet_scrublet/1.9.3+galaxy0,Tool: Scanpy Scrublet. Description: remove multiplets from annData objects with Scrublet. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/ebi-gxa/seurat_run_umap/seurat_run_umap/4.0.4+galaxy0,Tool: Seurat UMAP. Description: dimensionality reduction. Category: HCA-Scanpy.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicaggregatestatistic/hicexplorer_chicaggregatestatistic/3.7.2+galaxy0,Tool: chicAggregateStatistic. Description: computes with a target file the to be tested regions for chicDifferentialTest. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicdifferentialtest/hicexplorer_chicdifferentialtest/3.7.2+galaxy0,Tool: chicDifferentialTest. Description: computes differential interactions of viewpoints. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicexportdata/hicexplorer_chicexportdata/3.7.2+galaxy0,Tool: chicExportData. Description: exports data of hdf to txt based files. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicplotviewpoint/hicexplorer_chicplotviewpoint/3.7.2+galaxy0,Tool: chicPlotViewpoint. Description: creates plots for viewpoints. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicqualitycontrol/hicexplorer_chicqualitycontrol/3.7.2+galaxy0,Tool: chicQualityControl. Description: generates an estimate of the quality of each viewpoint. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicsignificantinteractions/hicexplorer_chicsignificantinteractions/3.7.2+galaxy0,Tool: chicSignificantInteractions. Description: computes viewpoints with the given reference points and a background model. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicviewpoint/hicexplorer_chicviewpoint/3.7.2+galaxy0,Tool: chicViewpoint. Description: computes viewpoints with the given reference points and a background model.. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_chicviewpointbackgroundmodel/hicexplorer_chicviewpointbackgroundmodel/3.7.2+galaxy0,Tool: chicViewpointBackgroundModel. Description: compute a background model for cHi-C / HiChIP data. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicadjustmatrix/hicexplorer_hicadjustmatrix/3.7.2+galaxy0,Tool: hicAdjustMatrix. Description: adjust the shape of a Hi-C matrix. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicaggregatecontacts/hicexplorer_hicaggregatecontacts/3.7.2+galaxy0,Tool: hicAggregateContacts. Description: allow plotting of aggregated Hi-C contacts between regions specified in a file. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicaverageregions/hicexplorer_hicaverageregions/3.7.2+galaxy0,Tool: hicAverageRegions. Description: sums Hi-C contacts around given reference points and computes their average.. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicbuildmatrix/hicexplorer_hicbuildmatrix/3.7.2+galaxy0,Tool: hicBuildMatrix. Description: create a contact matrix. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hiccomparematrices/hicexplorer_hiccomparematrices/3.7.2+galaxy0,Tool: hicCompareMatrices. Description: normalize and compare two Hi-C contact matrices. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hiccompartmentspolarization/hicexplorer_hiccompartmentspolarization/3.7.2+galaxy0,Tool: hicCompartmentalization. Description: compute pairwise correlations between multiple Hi-C contact matrices. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicconvertformat/hicexplorer_hicconvertformat/3.7.2+galaxy0,Tool: hicConvertFormat. Description: Convert between different file formats. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hiccorrectmatrix/hicexplorer_hiccorrectmatrix/3.7.2+galaxy0,Tool: hicCorrectMatrix. Description: run a Hi-C matrix correction algorithm. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hiccorrelate/hicexplorer_hiccorrelate/3.7.2+galaxy0,Tool: hicCorrelate. Description: compute pairwise correlations between multiple Hi-C contact matrices. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicdetectloops/hicexplorer_hicdetectloops/3.7.2+galaxy0,Tool: hicDetectLoops. Description: searches for enriched regions. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicdifferentialtad/hicexplorer_hicdifferentialtad/3.7.2+galaxy0,Tool: hicDifferentialTAD. Description: searches for differential TADs. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicfindrestrictionsites/hicexplorer_hicfindrestrictionsites/3.7.2+galaxy0,Tool: hicFindRestSite. Description: identify restriction enzyme sites. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicfindtads/hicexplorer_hicfindtads/3.7.2+galaxy0,Tool: hicFindTADs. Description: identify TAD boundaries by computing the degree of separation of each Hi-C matrix bin. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hichyperoptdetectloops/hicexplorer_hichyperoptDetectLoops/3.7.2+galaxy0,Tool: hicHyperoptDetectLoops. Description: optimizes parameters for hicDetectLoops. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicinfo/hicexplorer_hicinfo/3.7.2+galaxy0,Tool: hicInfo. Description: get information about the content of a Hi-C matrix. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicinterintratad/hicexplorer_hicinterintratad/3.7.2+galaxy0,Tool: hicInterIntraTAD. Description: computes the ratio of inter TAD-scores vs. intra TADs. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicmergedomains/hicexplorer_hicmergedomains/3.7.2+galaxy0,Tool: hicMergeDomains. Description: Merges TAD domains. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicmergeloops/hicexplorer_hicmergeloops/3.7.2+galaxy0,Tool: hicMergeLoops. Description: merge detected loops of different resolutions.. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicmergematrixbins/hicexplorer_hicmergematrixbins/3.7.2+galaxy0,Tool: hicMergeMatrixBins. Description: merge adjacent bins from a Hi-C contact matrix to reduce its resolution. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicnormalize/hicexplorer_hicnormalize/3.7.2+galaxy0,Tool: hicNormalize. Description: normalizes a matrix to norm range or smallest read count. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicpca/hicexplorer_hicpca/3.7.2+galaxy0,Tool: hicPCA. Description: compute the principal components for A / B compartment analysis. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotaverageregions/hicexplorer_hicplotaverageregions/3.7.2+galaxy0,Tool: hicPlotAverageRegions. Description: plot the average regions from hicAverageRegions. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotdistvscounts/hicexplorer_hicplotdistvscounts/3.7.2+galaxy0,Tool: hicPlotDistVsCounts. Description: compute distance vs Hi-C counts plot per chromosome. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotmatrix/hicexplorer_hicplotmatrix/3.7.2+galaxy0,Tool: hicPlotMatrix. Description: plot a Hi-C contact matrix heatmap. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotsvl/hicexplorer_hicplotsvl/3.7.2+galaxy0,Tool: hicPlotSVL. Description: plots the relation of short vs long range contacts. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotviewpoint/hicexplorer_hicplotviewpoint/3.7.2+galaxy0,Tool: hicPlotViewpoint. Description: plot interactions around a viewpoint. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicquickqc/hicexplorer_hicquickqc/3.7.2+galaxy0,Tool: hicQuickQC. Description: get a first quality estimate of Hi-C data. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicsummatrices/hicexplorer_hicsummatrices/3.7.2+galaxy0,Tool: hicSumMatrices. Description: combine Hi-C matrices of the same size. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hictadclassifier/hicexplorer_hictadclassifier/3.7.2+galaxy0,Tool: hicTADClassifier. Description: TAD detection based on ML models. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hictraintadclassifier/hicexplorer_hictraintadclassifier/3.7.2+galaxy0,Tool: hicTrainTADClassifier. Description: train a TAD detection ML model. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hictransform/hicexplorer_hictransform/3.7.2+galaxy0,"Tool: hicTransform. Description: transform a matrix to obs/exp, pearson and covariance matrices. Category: HiCExplorer."
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicvalidatelocations/hicexplorer_hicvalidatelocations/3.7.2+galaxy0,Tool: hicValidateLocations. Description: validate detected loops with protein peaks.. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schicadjustmatrix/schicexplorer_schicadjustmatrix/4.1,Tool: scHicAdjustMatrix. Description: clusters single-cell Hi-C interaction matrices on the raw data. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schiccluster/schicexplorer_schiccluster/4.1,Tool: scHicCluster. Description: clusters single-cell Hi-C interaction matrices on the raw data. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schicclustercompartments/schicexplorer_schicclustercompartments/4.1,Tool: scHicClusterCompartments. Description: clusters single-cell Hi-C interaction matrices with A/B compartments dimension reduction. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schicclusterminhash/schicexplorer_schicclusterminhash/4.1,Tool: scHicClusterMinHash. Description: clusters single-cell Hi-C interaction matrices with MinHash dimension reduction. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schicclustersvl/schicexplorer_schicclustersvl/4.1,Tool: scHicClusterSVL. Description: clusters single-cell Hi-C interaction matrices with svl dimension reduction. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schicconsensusmatrices/schicexplorer_schicconsensusmatrices/4.1,Tool: scHicConsensusMatrices. Description: creates per cluster one average matrix. Category: HiCExplorer.
toolshed.g2.bx.psu.edu/repos/iuc/schicexplorer_schiccorrectmatrices/schicexplorer_schiccorrectmatrices/4.1,Tool: scHicCorrectMatrices. Description: correct with KR algorithm single-cell Hi-C interaction matrices. Category: HiCExplorer.
